paper_id,paper_title,cell_type,mode,model,experimental_stimulus,neural_activity,behavioral_consequence,ecological_context,techniques_used,summary
b117ecfedd557353d770f211bc1b18772b7bee30,Visual and motor signatures of locomotion dynamically shape a population code for visual features in Drosophila,Projection neurons (subset tuned to small objects),experimental,qwen3.5:35b,"Local visual features, small objects, self-movement signals (motor-related and visual motion), locomotion (saccades and intersaccadic intervals)",Visually evoked activity jointly represents local features across the population; shared gain factor improves trial-to-trial coding fidelity; subset tuned to small objects modulated by motor-related and visual motion signals; sensitivity adjusted across locomotor cycle with gain reduced during saccades and restored during intersaccadic intervals,,Natural vision during locomotion to extract local features from input dominated by self-generated signals,['connectome-based volumetric imaging strategy'],"Projection neurons jointly represent local visual features with a shared gain factor improving fidelity; a subset tuned to small objects is modulated by motor and motion signals, reducing gain during saccades to ensure reliable feature detection during locomotion."
51d5fca6764ca818e8981537faf14c0fefc83a50,Generating parallel representations of position and identity in the olfactory system,Or67d ORNs,experimental,qwen3.5:35b,Male fly at distances from 5 mm to 0.25 mm; male fly presented ipsilaterally or contralaterally; male fly approach at varying speeds,Respond reliably at 5 mm distance with widest dynamic range; responses increase as distance decreases (sigmoidal tuning); faster rise-time with higher speed; stronger ipsilateral activation,Not directly manipulated for behavior in this paper; activity correlates with male distance and contributes to orienting behavior,cVA on a male fly can only be detected when flies are less than 5 mm apart; social interactions occur in low light where visual distinction is difficult,"['In vivo two-photon calcium imaging', 'Behavioral assays (turning behavior, opposite-sex preference)']","Or67d ORNs detect cVA from male flies within a 5 mm range, showing distance-dependent and side-biased responses that inform spatial orientation."
51d5fca6764ca818e8981537faf14c0fefc83a50,Generating parallel representations of position and identity in the olfactory system,DA1 lPNs,experimental,qwen3.5:35b,Male fly at distances from 5 mm to 0.25 mm; male fly presented ipsilaterally or contralaterally; male fly approach at varying speeds,Sigmoidal distance tuning plateauing at 1 mm; adapt strongly during 10s stimulus; stronger response to ipsilateral stimulus; bilateral contrast increased by contralateral inhibition,Optogenetic activation in males decreased courtship and copulation rate with females; reduced male-male courtship; no effect on female receptivity,cVA suppresses male courtship of other males; processing contributes to spatial orientation near a target male,"['In vivo two-photon calcium imaging', 'Optogenetics (CsChrimson)', 'Genetic ablation (Hid/Reaper)', 'Behavioral assays (courtship, aggression)']","DA1 lPNs signal male distance with adaptation, suppress male-male courtship via activation, and show enhanced bilateral contrast for position coding."
51d5fca6764ca818e8981537faf14c0fefc83a50,Generating parallel representations of position and identity in the olfactory system,DA1 lvPNs,experimental,qwen3.5:35b,Male fly at distances from 5 mm to 0.25 mm; male fly presented ipsilaterally or contralaterally,"Weak mid-range response, sharp increase below 2 mm; no adaptation during 10s stimulus; stronger response to ipsilateral stimulus",Optogenetic activation in females increased copulation rate (receptivity); activation in males increased male-male aggression; ablation reduced mating success in females,cVA promotes female receptivity and male aggression; relays cVA information to pC1 central integrators,"['In vivo two-photon calcium imaging', 'Optogenetics (CsChrimson)', 'Genetic ablation (Hid/Reaper)', 'Behavioral assays (courtship, aggression)']",DA1 lvPNs signal male proximity without adaptation and promote female receptivity and male aggression upon activation.
51d5fca6764ca818e8981537faf14c0fefc83a50,Generating parallel representations of position and identity in the olfactory system,il3LN6,experimental,qwen3.5:35b,Male fly presented contralaterally or ipsilaterally,Contralateral stimulation evokes larger responses; specifically activates DA1 glomerulus; response abolished by contralateral antenna block,Chemogenetic block (Ort + Histamine) reduced bilateral contrast in lPN responses,Enhances bilateral contrast in cVA sensing to signal male angular position,"['In vivo two-photon calcium imaging', 'Chemogenetic block (Ort + Histamine)', 'Connectomics (EM)']","il3LN6 provides contralateral inhibition to lPNs, increasing bilateral contrast for precise position encoding of male flies."
51d5fca6764ca818e8981537faf14c0fefc83a50,Generating parallel representations of position and identity in the olfactory system,AV2a2,experimental,qwen3.5:35b,"Male fly approaching at different speeds (1.41, 4.30, 8.04 mm/s)",Phasic ON-response selective to onset; response rise-time and peak depend on male approach speed; correlates with differential of lPN response,Constant silencing reduced female receptivity; optogenetic activation had no effect on receptivity,Detects male approach speed; required for normal courtship behavior,"['In vivo two-photon calcium imaging', 'Genetic silencing (Kir2.1)', 'Optogenetics', 'Behavioral assays (courtship)']",AV2a2 neurons encode male approach speed via phasic responses and are required for normal female receptivity.
51d5fca6764ca818e8981537faf14c0fefc83a50,Generating parallel representations of position and identity in the olfactory system,pC1,experimental,qwen3.5:35b,Male fly,Sustained and slowly decaying (tonic) response to male presence; responds to lvPN optogenetic activation,Genetic ablation suppressed female receptivity,Controls female mating decisions and receptivity,"['In vivo two-photon calcium imaging', 'Optogenetics (lvPN activation)', 'Genetic ablation (Hid/Reaper)', 'Behavioral assays (courtship)']","pC1 neurons respond tonically to male presence and are necessary for female receptivity, receiving input from lvPNs."
51d5fca6764ca818e8981537faf14c0fefc83a50,Generating parallel representations of position and identity in the olfactory system,aSP-g,experimental,qwen3.5:35b,Male fly; male genitals (taste); cVA olfactory stimulus,Phasic ON-response to male (habituates); integrates cVA (lPN) and gustatory inputs (Ir94e),Optogenetic activation increased female receptivity and female-female aggression; blocking decreased receptivity; activation partially rescued receptivity in pC1-ablated females,Multimodal integration of cVA and taste cues promotes female receptivity and aggression; controls binary decision to accept a mate,"['In vivo two-photon calcium imaging', 'Optogenetics (activation/blocking)', 'Genetic ablation (pC1)', 'Behavioral assays (courtship, aggression)']","aSP-g neurons integrate cVA and taste cues to bidirectionally regulate female receptivity and aggression, operating in parallel with pC1."
51d5fca6764ca818e8981537faf14c0fefc83a50,Generating parallel representations of position and identity in the olfactory system,Ir94e GRNs,experimental,qwen3.5:35b,"Labellar stimulation with water, NaCl, male genitals, female genitals, male dorsal cuticle",Strongest response to compounds on male genitals; water and NaCl also activate,Activation alone no effect on receptivity; simultaneous activation with cVA (lPN) increased female receptivity,Contact pheromones on male genitals contribute to female receptivity when combined with cVA,"['In vivo two-photon calcium imaging', 'Optogenetics (CsChrimson)', 'Behavioral assays (courtship)']","Ir94e GRNs respond to male genital compounds, and their activation combined with cVA promotes female receptivity via aSP-g integration."
7e04e1b5d415b044f191acc8dc556980fe6f5c03,Lateral Axonal Modulation is Required for Stimulus-Specific Olfactory Conditioning in Drosophila,Kenyon Cells ($\gamma$ KCs),experimental,qwen3.5:35b,"Odors (4-methylcyclohexanol/MCH, 3-octanol/OCT), electric shock (aversive conditioning), optogenetic activation (CsChrimson), dopamine application",mAChR-B knockdown increased odor-evoked Ca2+ responses in axons (2-photon imaging). mAChR-B overexpression decreased odor-evoked Ca2+ responses. mAChR-B activation suppressed dopamine-induced cAMP elevation (cAMPr imaging). Optogenetic activation of a KC subpopulation suppressed odor responses in neighboring KCs (lateral suppression). Connectome analysis showed $\gamma$ KCs have the most robust axo-axonic connections (average 190 other KCs).,"mAChR-B knockdown impaired short-term aversive olfactory learning. Specifically caused unspecific conditioning: flies showed increased aversion to an untrained odor (OCT) after training with MCH, whereas controls showed increased attraction to the untrained odor. No change in shock sensitivity or naive odor preference.",Effective and stimulus-specific learning is essential for animals' survival. An animal's survival critically depends on its capacity for sensory discrimination. Unspecific learning is described as detrimental.,"['two-photon functional imaging', 'optogenetics', 'olfactory conditioning behavior', 'connectome analysis (EM)', 'qRT-PCR']","$\gamma$ Kenyon Cells express mAChR-B in their axons, which mediates lateral inhibition to suppress odor-evoked Ca2+ and dopamine-induced cAMP. Knockdown of mAChR-B in $\gamma$ KCs impairs olfactory learning specificity, causing unspecific conditioning to untrained odors."
7e04e1b5d415b044f191acc8dc556980fe6f5c03,Lateral Axonal Modulation is Required for Stimulus-Specific Olfactory Conditioning in Drosophila,Kenyon Cells ($\alpha/\beta$ KCs),experimental,qwen3.5:35b,"Odors (MCH, OCT), mAChR-B knockdown/overexpression",mAChR-B is expressed in axons. mAChR-B knockdown increased odor-evoked Ca2+ responses in axons. No effect on Ca2+ responses in dendrites.,mAChR-B knockdown in $\alpha/\beta$ KCs did not impair aversive olfactory conditioning learning scores.,Blank,"['two-photon functional imaging', 'olfactory conditioning behavior', 'qRT-PCR']","$\alpha/\beta$ Kenyon Cells express mAChR-B in axons and show increased Ca2+ responses upon knockdown, but mAChR-B is not required for aversive learning in this subtype."
7e04e1b5d415b044f191acc8dc556980fe6f5c03,Lateral Axonal Modulation is Required for Stimulus-Specific Olfactory Conditioning in Drosophila,Kenyon Cells ($\alpha'/\beta'$ KCs),experimental,qwen3.5:35b,mAChR-B knockdown,mAChR-B expression is weak or not detected.,mAChR-B knockdown in $\alpha'/\beta'$ KCs did not impair aversive olfactory conditioning learning scores.,Blank,['olfactory conditioning behavior'],"$\alpha'/\beta'$ Kenyon Cells show weak mAChR-B expression and mAChR-B knockdown does not affect learning, distinguishing them from $\gamma$ KCs in this function."
e874017888c37ba10479ee0244fb05664bec8ff7,Interneurons of fan-shaped body promote arousal in Drosophila,"FB interneurons (NP2320-Gal4 labeled; vDeltaB, C, D and hDeltaC subtypes)",experimental,qwen3.5:35b,Thermo-genetic activation using dTrpA1 at 29°C vs 22°C; ATP application to upstream R52B10 neurons (ex vivo),Activation of dTrpA1 at 29°C; Ca2+ imaging showed substantial increase in GCaMP signals when R52B10 neurons were activated by ATP (indicating excitatory input). Confirmed as cholinergic by suppression with Cha-Gal80.,Significant decrease in sleep time (promoted arousal) when activated at 29°C; phenotype suppressed by Cha-Gal80.,Regulation of arousal state and sleep-wake cycle.,"['Thermo-genetics (dTrpA1)', 'Locomotor activity monitoring (sleep analysis)', 'Immunohistochemistry (Cha-Gal80)', 'Ca2+ imaging (GCaMP6s, P2X2)', 'GRASP']",Cholinergic FB interneurons promote arousal when activated; they receive excitatory signals from R52B10 neurons.
e874017888c37ba10479ee0244fb05664bec8ff7,Interneurons of fan-shaped body promote arousal in Drosophila,"R52B10 neurons (PB neurons, output of PB-FB pathway)",experimental,qwen3.5:35b,ATP application via P2X2 channel (ex vivo),"Activation led to a substantial increase in GCaMP signals in FB interneurons, indicating a functional excitatory connection.",,,"['Ca2+ imaging (GCaMP6s, P2X2)', 'GRASP']",R52B10 neurons form an excitatory connection with FB interneurons.
8ba1c371f34852cee17efcde3606d48b3f7afc05,The Neuronal Circuit of the Dorsal Circadian Clock Neurons in Drosophila melanogaster,DN1as,experimental,qwen3.5:35b,Not tested,Not tested,Not tested,Circadian clock neurons fine-tune activity under light and temperature cycles to anticipate 24-h rhythms.,"['Flybow', 'split-GAL4', 'trans-Tango', 'confocal microscopy', 'hemibrain EM reconstruction']","Two neurons located in the anterior superior cell body rind dorsal to the superior lateral protocerebrum. Projections extend to the superior lateral protocerebrum, lateral horn, accessory medulla, and mushroom body calyx. Hemibrain data indicates strong input from antennal lobe temperature sensing neurons. Trans-Tango and hemibrain connectivity reveal output to LNd, 5th LN, s-LNvs, and dorsal fan-shaped body neurons."
8ba1c371f34852cee17efcde3606d48b3f7afc05,The Neuronal Circuit of the Dorsal Circadian Clock Neurons in Drosophila melanogaster,DN1ps,experimental,qwen3.5:35b,Not tested,Not tested,Not tested,Dorsal neurons play essential roles in linking output from lateral neurons to downstream circuits controlling sleep and metabolism.,"['Flybow', 'split-GAL4', 'hemibrain EM reconstruction']",Heterogeneous group of ~15 neurons per hemisphere. Identified subtypes include Type A (project contralaterally via middle dorsal commissure) and Type B (project ipsilaterally to anterior optic tubercle). Type A DN1ps show output to ITP-positive LNd and 5th LN. Type B DN1ps signal to tubercle bulb neurons and DN2s. Input from LNd and 5th LN observed in Type A.
8ba1c371f34852cee17efcde3606d48b3f7afc05,The Neuronal Circuit of the Dorsal Circadian Clock Neurons in Drosophila melanogaster,DN2s,experimental,qwen3.5:35b,Not tested,Not tested,Not tested,Important for temperature entrainment in larvae and temperature preference in adults.,"['split-GAL4', 'Flybow', 'trans-Tango', 'confocal microscopy', 'hemibrain EM reconstruction']",Two CRY-negative neurons with somata near dorsal terminals of s-LNvs. Projections bifurcate to contralateral hemisphere (middle dorsal commissure) and loop around superior lateral protocerebrum toward anterior optic tubercle without reaching it. Strong input from ipsilateral superior lateral protocerebrum (DN1ps). Trans-Tango identifies output to mushroom bodies and pars intercerebralis neurosecretory cells.
8ba1c371f34852cee17efcde3606d48b3f7afc05,The Neuronal Circuit of the Dorsal Circadian Clock Neurons in Drosophila melanogaster,DN3s,experimental,qwen3.5:35b,Not tested,Not tested,Not tested,Involved in light perception and sensory integration of temperature cues into the circadian system.,"['Flybow', 'hemibrain EM reconstruction']","Largest cluster (~40 neurons), distinguishable by large and small somata. Large DN3s project to anterior optic tubercle and accessory medulla. Small DN3s terminate in posterior lateral protocerebrum hub. Projections overlap with all other clock neurons in superior lateral protocerebrum, superior medial protocerebrum, and posterior lateral protocerebrum. Hemibrain data identifies three morphological subtypes."
c32e900aeb4ff56a772eb56e7e3f03f98a44abe1,Sensorimotor transformation underlying odor-modulated locomotion in walking Drosophila,"Olfactory Receptor Neurons (ORNs) - Or42b, Or92a, Ir64a, Ir75a, Or42a, Orco, Ir8a",experimental,qwen3.5:35b,Red light (617 nm) optogenetic activation via CsChrimson in a circular arena with a central light-zone; flies walked in darkness or light conditions,Firing rate (f) and change in firing rate (df) measured via single-sensillum recording; responses shaped by locomotion dynamics (entry/exit from light zone); two-stage linear filter cascade used to model stimulus-response relationship,"Activation modulates locomotor parameters (speed, curvature, turn duration, turn optimality) distinctively based on ORN class combination and sensory context (f, df); attraction (time in light zone) increases with number of ORN classes activated; locomotor strategy adapts over time (short-term memory via f, df and longer timescale changes); flies turn preferentially at border (optimal turns) to stay near or return to stimulated region","Odor-guided locomotion to locate ecologically important resources (food, mates) in environments with incomplete information (turbulent flow, dissipating gradients) requiring exploration and search behavior","['Optogenetics (CsChrimson)', 'Single-sensillum electrophysiology', 'Behavioral tracking (infrared video)', 'Circular arena']","ORNs activated by red light optogenetics show firing rate and rate of change dependent on locomotion. Activation modulates locomotor parameters (speed, curvature, turns) distinctively based on ORN class combination and sensory context. Attraction increases with number of classes. Flies adapt behavior over time and exhibit turn optimality at borders."
d4b864547ba46b58082b832342a59ec345728310,A neural circuit linking learning and sleep in Drosophila long-term memory,vFBs (ventral Fan-Shaped Body neurons),experimental,qwen3.5:35b,"Courtship learning with mated females (1, 2, 4, 6 hours); optogenetic activation",Increased luminescence (Lola reporter) and Ca++ (GCaMP7b) activity in TP1-3 (1-3h post-learning) after 4h and 6h training; no increase after 1h or 2h training; optogenetic activation induces sleep,Silencing blocks post-learning sleep enhancement and impairs LTM (courtship suppression) after 6h training; normal STM after 1h training; activation promotes sleep,Facilitates consolidation of courtship long-term memory (LTM) after prolonged futile courtship experience with unreceptive mated females,"['luminescence assay (Lola)', 'two-photon Ca++ imaging (GCaMP7b)', 'optogenetics (Chrimson)', 'neuronal silencing (Shits)', 'SleepTracker (video tracking)', 'courtship assay']","vFBs are selectively activated by prolonged courtship learning experiences (4-6h), promoting post-learning sleep and essential for LTM consolidation, but not required for short-term memory."
d4b864547ba46b58082b832342a59ec345728310,A neural circuit linking learning and sleep in Drosophila long-term memory,MBONs-γ2α’1 (Mushroom Body Output Neurons),experimental,qwen3.5:35b,Courtship learning (1-6h); optogenetic activation,Activity increases linearly with learning duration (1-6h) measured by luminescence (Lola); optogenetic activation elicits excitatory Ca++ response in vFBs,Silencing blocks post-learning sleep enhancement and LTM formation after 6h training; optogenetic activation acutely induces sleep,Encodes the amount/duration of learning experience to promote sleep and memory consolidation only after prolonged courtship,"['luminescence assay (Lola)', 'optogenetics (Chrimson88)', 'two-photon Ca++ imaging (GCaMP6s)', 'neuronal silencing (Shits)', 'SleepTracker']",MBONs-γ2α’1 activity reflects the length of courtship learning and provides excitatory input to vFBs to promote sleep and LTM after prolonged training.
d4b864547ba46b58082b832342a59ec345728310,A neural circuit linking learning and sleep in Drosophila long-term memory,MBONs-β’2mp (Mushroom Body Output Neurons),experimental,qwen3.5:35b,Courtship learning (1-6h); optogenetic activation/silencing,Activity peaks after 2h training and decreases after 4-6h training (luminescence); optogenetic activation elicits inhibitory Ca++ response in vFBs,Silencing after 2h training induces post-learning sleep and LTM (normally STM); optogenetic activation after 6h training suppresses sleep and impairs LTM,Suppresses sleep after short learning experiences (STM) to ensure only significant learning experiences induce sleep and consolidation,"['luminescence assay (Lola)', 'optogenetics (Chrimson88)', 'neuronal silencing (Shits)', 'two-photon Ca++ imaging (GCaMP6s)']","MBONs-β’2mp activity peaks after short learning and inhibits vFBs, preventing sleep and LTM consolidation for short experiences, but releases inhibition after prolonged learning."
d4b864547ba46b58082b832342a59ec345728310,A neural circuit linking learning and sleep in Drosophila long-term memory,SFSs (Sleep-Fan-Shaped Body neurons),experimental,qwen3.5:35b,Courtship learning (1-6h); optogenetic activation of inputs or SFSs,Excited by MBONs-γ2α’1 activation; inhibited by MBONs-β’2mp activation; activated after 4 and 6h training (Ca++ imaging); optogenetic activation excites vFBs,Silencing blocks post-learning sleep enhancement and LTM after prolonged training,Integrates opposing MB outputs to gate post-learning sleep for LTM consolidation based on learning intensity,"['optogenetics (Chrimson88)', 'two-photon Ca++ imaging (GCaMP6s)', 'neuronal silencing (Shits)', 'FIB-SEM (connectivity)']",SFS neurons integrate excitatory input from MBONs-γ2α’1 and inhibitory input from MBONs-β’2mp to selectively activate vFBs for post-learning sleep after prolonged learning.
d4b864547ba46b58082b832342a59ec345728310,A neural circuit linking learning and sleep in Drosophila long-term memory,MBONs-calyx,experimental,qwen3.5:35b,Optogenetic activation,Enhances sleep upon light stimulus; no immediate connection or response in vFBs upon activation (Ca++ imaging),Optogenetic activation acutely induces sleep,"Sleep-promoting MBON class, but not involved in the learning-duration specific circuit described","['optogenetics (Chrimson)', 'SleepTracker', 'two-photon Ca++ imaging (GCaMP6s)']",MBONs-calyx neurons promote sleep upon optogenetic activation but do not connect to vFBs and are not part of the learning-duration gated circuit.
d4b864547ba46b58082b832342a59ec345728310,A neural circuit linking learning and sleep in Drosophila long-term memory,dFBs (dorsal Fan-Shaped Body neurons),experimental,qwen3.5:35b,Courtship learning (6h),No increased activity after courtship training (luminescence); no response to MBONs-γ2α’1 activation (Ca++ imaging),No role in courtship LTM or post-learning sleep enhancement,"Involved in sleep homeostasis, distinct from learning-induced sleep","['luminescence assay', 'two-photon Ca++ imaging (GCaMP6s)']","dFBs are not activated by courtship learning and are not involved in post-learning sleep or courtship LTM, serving homeostatic sleep regulation instead."
63228539458420d936326c3cd9387a25bede8bb5,A neural correlate of individual odor preference in Drosophila,Olfactory Receptor Neurons (ORNs),experimental,qwen3.5:35b,"12-odor panel plus air, specifically 3-octanol (OCT) vs air and OCT vs 4-methylcyclohexanol (MCH) assays",Calcium dynamics (GCaMP6m) measured via two-photon imaging; presynaptic density (Brp-Short) measured via immunohistochemistry and expansion microscopy,ORN calcium PC1 predicts individual odor-vs-air preference (explaining ~23% variance). ORN calcium responses do not predict odor-vs-odor preference. ORN presynaptic density variation (specifically DM2 vs DC2) predicts individual odor-vs-odor preference,Discussion suggests behavioral variation may support a bet-hedging strategy to counter environmental fluctuations,"['two-photon calcium imaging', 'behavioral tunnel assay', 'immunohistochemistry', 'confocal microscopy', 'expansion microscopy']","ORN calcium dynamics predict odor-vs-air preference, while ORN presynaptic density variation predicts odor-vs-odor preference."
63228539458420d936326c3cd9387a25bede8bb5,A neural correlate of individual odor preference in Drosophila,Projection Neurons (PNs),experimental,qwen3.5:35b,"12-odor panel plus air, specifically 3-octanol (OCT) vs air and OCT vs 4-methylcyclohexanol (MCH) assays",Calcium dynamics (GCaMP6m) in antennal lobe glomeruli measured via two-photon imaging,PN calcium PC1 predicts individual odor-vs-air preference. PN calcium PC2 (DM2 vs DC2 contrast) predicts individual odor-vs-odor preference (explaining ~26% variance in test set),Discussion suggests behavioral variation may support a bet-hedging strategy to counter environmental fluctuations,"['two-photon calcium imaging', 'behavioral tunnel assay']","PN calcium responses predict both odor-vs-air and odor-vs-odor preferences, with DM2 vs DC2 contrast specific to odor-vs-odor choice."
37e47a640f2b5e5bcf7f9a83f91f7cfb8325076f,Neural mechanisms to exploit positional geometry for collision avoidance,T4 and T5 neurons,experimental,qwen3.5:35b,"Back-to-front and front-to-back moving objects (parallel/approach stimuli), translational gratings",Synaptic silencing reduced slowing; optogenetic activation resulted in large LPLC1 calcium transients,Silencing significantly reduced slowing in response to back-to-front stimuli and abolished direction selectivity in the behavior,Motion detection required for direction selective collision avoidance behavior during walking,"['Synaptic silencing (shibirets)', 'Optogenetics (Chrimson)', 'Two-photon calcium imaging']",T4 and T5 neurons are necessary for direction selective collision avoidance slowing; their activity drives LPLC1 calcium responses.
37e47a640f2b5e5bcf7f9a83f91f7cfb8325076f,Neural mechanisms to exploit positional geometry for collision avoidance,LPLC1 neurons,experimental,qwen3.5:35b,"Back-to-front and front-to-back moving objects, looming, rotating backgrounds, size and azimuth sweeps","Two-photon calcium imaging showed direction selectivity for back-to-front motion, size tuning (peak 10 deg height), and spatial bias in frontolateral field; iGluSnFR imaging revealed glutamatergic inputs",Synaptic silencing reduced slowing to back-to-front stimuli; optogenetic activation caused duration-dependent slowing in blind flies,Collision avoidance exploiting positional geometry; frontolateral visual field is where back-to-front motion predicts near collision,"['Two-photon calcium imaging', 'Synaptic silencing (shibirets)', 'Optogenetics (Chrimson)', 'iGluSnFR imaging', 'RNAi (GluClα)']",LPLC1 neurons are necessary and sufficient for collision avoidance slowing; they pool motion and object inputs and exhibit spatially biased direction selectivity.
37e47a640f2b5e5bcf7f9a83f91f7cfb8325076f,Neural mechanisms to exploit positional geometry for collision avoidance,LPC1 neurons,experimental,qwen3.5:35b,Horizontally translating objects of varying heights,Functional silencing tested; complementary vertical size tuning compared to LPLC1,Silencing reduced slowing caused by tall objects moving back-to-front,Complementary tuning to LPLC1 for object height in collision avoidance behavior,"['Synaptic silencing (shibirets)', 'Behavioral assay']","LPC1 neurons contribute to slowing behavior for tall objects, showing complementary size tuning to LPLC1."
37e47a640f2b5e5bcf7f9a83f91f7cfb8325076f,Neural mechanisms to exploit positional geometry for collision avoidance,PLP219 neurons,experimental,qwen3.5:35b,"Moving bars, squares, expanding discs (imaging); parallel stimuli (behavior)","Two-photon calcium imaging showed response patterns matching LPLC1 axon terminals (moving bars, squares, expanding discs)",Silencing had no significant change in slowing; optogenetic activation caused slowing,Central brain pathway mediating collision avoidance,"['Two-photon calcium imaging', 'Synaptic silencing (shibirets)', 'Optogenetics (Chrimson)']","PLP219 is sufficient to trigger slowing and inherits LPLC1 response properties, but is not necessary."
37e47a640f2b5e5bcf7f9a83f91f7cfb8325076f,Neural mechanisms to exploit positional geometry for collision avoidance,"DNp03, DNp06, PVLP112/113 neurons",experimental,qwen3.5:35b,"Parallel stimuli (behavior); moving bars, squares, looming (imaging for PVLP112/113)",PVLP112/113 responded to broader set of stimuli including drifting gratings (calcium imaging),Silencing resulted in no significant change in slowing; optogenetic activation did not cause slowing,Downstream targets of LPLC1 not required for collision avoidance slowing,"['Synaptic silencing (shibirets)', 'Optogenetics (Chrimson)', 'Two-photon calcium imaging']",These downstream neurons are not necessary for slowing; their activation is insufficient to trigger the behavior.
37e47a640f2b5e5bcf7f9a83f91f7cfb8325076f,Neural mechanisms to exploit positional geometry for collision avoidance,T2 and T3 neurons,experimental,qwen3.5:35b,Connectomic identification only (no direct behavioral test in this paper),Connectomic analysis identified them as putative excitatory inputs to LPLC1,Inferred to drive LPLC1 object-selective responses,Object detection inputs contributing to collision avoidance circuitry,['Connectomic analysis (hemibrain dataset)'],T2 and T3 neurons identified via connectomics as providing excitatory inputs to LPLC1.
b0c36613769a0387ea60aede842db02a39ab64b0,Drosulfakinin signaling modulates female sexual receptivity in Drosophila,Dsk-expressing neurons (DSK neurons),experimental,qwen3.5:35b,neuronal activity manipulation (Dsk and DSK neuronal activity),receive input signal from R71G01GAL4 neurons,promote female sexual behavior; impact female sexual receptivity,female sexual behavior is of prominent biological importance for survival and reproduction,"['neuronal activity manipulation', 'intersectional technique']",Dsk-expressing neurons promote female sexual behavior and receive input from R71G01GAL4 neurons; manipulation of their activity impacts female sexual receptivity.
b0c36613769a0387ea60aede842db02a39ab64b0,Drosulfakinin signaling modulates female sexual receptivity in Drosophila,Medial DSK neurons,experimental,qwen3.5:35b,neuronal activity manipulation (intersectional technique),modulate female sexual behavior by acting on receptor CCKLR-17D3,regulation of female sexual behavior relies mainly on these neurons (rather than lateral DSK neurons),female sexual behavior is of prominent biological importance for survival and reproduction,"['neuronal activity manipulation', 'intersectional technique']","Medial DSK neurons are the primary regulators of female sexual behavior, modulating it via the receptor CCKLR-17D3."
b0c36613769a0387ea60aede842db02a39ab64b0,Drosulfakinin signaling modulates female sexual receptivity in Drosophila,Lateral DSK neurons,experimental,qwen3.5:35b,neuronal activity manipulation (intersectional technique),compared to medial DSK neurons,regulation of female sexual behavior relies mainly on medial rather than lateral DSK neurons,female sexual behavior is of prominent biological importance for survival and reproduction,"['neuronal activity manipulation', 'intersectional technique']",Lateral DSK neurons show less reliance in regulating female sexual behavior compared to medial DSK neurons.
b0c36613769a0387ea60aede842db02a39ab64b0,Drosulfakinin signaling modulates female sexual receptivity in Drosophila,R71G01GAL4 neurons,experimental,qwen3.5:35b,neuronal activity manipulation (intersectional technique),provide input signal to Dsk-expressing neurons,promote female sexual receptivity downstream of DSK signaling,female sexual behavior is of prominent biological importance for survival and reproduction,"['neuronal activity manipulation', 'intersectional technique']",R71G01GAL4 neurons provide input signals to Dsk-expressing neurons to promote female sexual receptivity.
302b2d0cd0052892065975e91f0f0b2000de77d9,Flexible Circuit Mechanisms for Context-Dependent Song Sequencing,pIP10,experimental,qwen3.5:35b,Optogenetic activation (csChrimson) at varying irradiance and duty cycle; patch-clamp current injection,Activation drives pulse song; strong activation produces 'rebound' sine song after offset. Patch-clamp shows spike-frequency adaptation.,"In solitary males: low activation drives pulse song, strong activation drives pulse + rebound sine. With female: drives long complex song bouts. Headless males: still produces rebound song. Knockdown (Kir2.1/TNT): reduces simple pulse bouts; TNT increases sine-leading bouts.",Drives simple song far from female and complex song near female. Context-dependent song patterning is linked to proximity to female for mating.,"['Optogenetics', 'Behavioral analysis', 'In vivo patch-clamp', 'Genetic manipulation (Kir2.1, TNT)']","pIP10 descending neurons drive pulse song via optogenetic activation, with strong stimulation enabling rebound sine song. Female presence or co-activation with P1a promotes complex song bouts, and pIP10 activity is required for leading pulse song in natural courtship."
302b2d0cd0052892065975e91f0f0b2000de77d9,Flexible Circuit Mechanisms for Context-Dependent Song Sequencing,TN1,experimental,qwen3.5:35b,Optogenetic activation (csChrimson); Optogenetic activation of pIP10 during recording,Calcium imaging (GCaMP6s) shows correlated activity (pulse) and anti-correlated activity (sine/rebound) with pIP10 activation. Subtypes TN1A drive sine song.,"Activation in solitary males drives sine song (with some pulse). With female, drives long complex bouts. Knockdown of Ih or Rdl reduces song complexity.",VNC neurons involved in generating complex song (pulse-sine alternations) when near female. Rebound circuitry in VNC enables sine production without direct excitation.,"['Optogenetics', 'Two-photon calcium imaging', 'Genetic knockdown (Ih, Rdl)']",TN1 VNC neurons exhibit mutual inhibition and rebound excitability. Their activity correlates with song mode (pulse/sine) and is required for complex song complexity in the presence of sensory cues.
302b2d0cd0052892065975e91f0f0b2000de77d9,Flexible Circuit Mechanisms for Context-Dependent Song Sequencing,P1a,experimental,qwen3.5:35b,Optogenetic activation (csChrimson); Tactile tapping during courtship,Calcium imaging shows activation of downstream GABAergic 'F1 follower' neurons. Tap rate correlates with activity estimates.,"Solitary activation drives persistent, variable song but not precise complex bouts. Co-activation with pIP10 produces reliable complex bouts. Priming (female exposure) weakly enhances complexity.",Acute tactile cues (tapping) promote complex song bouts. Mediates functional disinhibition of VNC circuitry for context-dependent song selection.,"['Optogenetics', 'Behavioral analysis', 'Tap detection model', 'Calcium imaging']","P1a neurons mediate functional disinhibition of the VNC rebound circuit. Acute sensory input (tapping) promotes complex song bouts, while sustained activation promotes persistent singing."
